Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,AccountLength,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,PaymentMethod,Monthly Charge,ServiceUsage,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
1447-PJGGA,Female,53.52103384,No,No,No,No,2.860975968,United States,California,Casmalia,95641.59079,41.18595523,-116.3924106,50861.95207,Q3,No,7.572678003,39.36085745,Offer E,Yes,18.4648865,Yes,Yes,,51.85887065,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,74.45192275,6139.409036,4.042493285,31.98138774,1983.050156,11932.29599,2.636730414,Stayed,No,91.09694713,3297.302323,Dissatisfaction,Price too high
1194-BHJYC,Male,48.07244121,Yes,No,Yes,Yes,5.014704743,United States,California,Dunsmuir,94893.23216,35.5533825,-123.2761072,75530.78488,Q3,No,0.623240366,8.705148049,Offer C,No,28.17449336,Yes,Yes,Cable,50.38571932,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,107.3272387,6204.387418,36.17731226,63.11653302,1110.07879,1209.069256,1.090427744,Churned,No,36.89838489,5225.638949,,Price too high
7109-CQYUZ,Male,79.70269243,No,Yes,Yes,Yes,0.7690330205,United States,California,Etna,91698.69783,40.85602263,-120.3402042,14179.09376,Q3,No,2.253302764,50.70377308,,Yes,45.8435566,No,Yes,DSL,26.78425252,No,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,61.45741612,1284.938485,24.50058724,26.56523407,2892.047478,11858.3844,2.703472382,Churned,No,86.53847353,5387.397387,Competitor,Network reliability
6257-DTAYD,Female,71.04126301,No,No,Yes,No,6.379049415,United States,California,Hinkley,92129.99407,34.35406846,-123.5270057,8027.862183,Q3,No,2.087718925,1.772321476,Offer C,No,49.62725738,Yes,Yes,DSL,48.0568547,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,60.91731167,2775.33727,32.88328477,29.68211596,2553.324111,11488.50114,2.898766862,Joined,Yes,55.32398763,3421.841909,Price,Competitor offered higher download speeds
6434-TTGJP,Female,66.09020348,Yes,No,No,Yes,5.235769302,United States,California,Petrolia,91713.93927,40.33765118,-119.0103897,22066.42372,Q3,No,1.193577756,20.74558682,Offer B,Yes,40.08897609,Yes,No,,52.81978974,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,61.30857105,8346.272738,3.799580638,95.72342241,569.5547657,11103.81786,2.077885514,Stayed,No,93.98548143,2714.27036,Attitude,Deceased
0568-ONFPC,Male,67.72250058,Yes,Yes,Yes,Yes,4.450614291,United States,California,Kings Beach,95717.8569,37.87387587,-122.5609309,21674.30147,Q3,Yes,1.937143971,53.45898696,Offer C,Yes,3.48280359,No,No,,41.79727554,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,56.18803038,6459.186694,45.09426931,57.15997715,1700.350886,4090.099404,4.436761101,Churned,No,86.51416403,3733.153259,Competitor,Don't know
0336-PIKEI,Male,38.17933734,No,Yes,No,No,4.000683719,United States,California,Stirling City,94642.56494,32.96147841,-119.3574946,47761.76529,Q3,No,4.196191128,66.71730915,Offer B,Yes,21.50045442,No,Yes,Fiber Optic,40.51884661,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,100.3610003,6379.336183,33.97820619,90.33228933,2464.325057,5081.39128,4.416400447,Joined,No,12.48511701,2515.12132,Attitude,Service dissatisfaction
9779-DPNEJ,Male,41.99240472,No,No,No,No,5.044781631,United States,California,Rocklin,94012.14811,35.26160121,-122.8730494,10605.95658,Q3,Yes,1.607193558,28.64829452,,No,31.06435597,No,No,,27.5978626,No,No,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,26.91530829,2090.490878,41.64358916,57.19959454,1332.510989,931.422809,3.764805872,Joined,Yes,54.57872816,2690.264804,Competitor,Attitude of support person
2133-TSRRM,Female,72.74809985,No,No,No,No,7.82830141,United States,California,Corona,92785.14423,32.58207404,-123.8702376,48044.20144,Q3,Yes,7.996224081,18.55963032,Offer D,Yes,13.2756796,Yes,No,DSL,42.59330357,Yes,Yes,No,No,No,No,No,No,One Year,Yes,Credit Card,38.89890946,3833.790364,4.779990914,25.1934976,27.73401003,5499.655514,2.396034222,Joined,No,12.25200682,4762.960577,Other,Product dissatisfaction
7077-XJMET,Male,42.48954469,Yes,Yes,Yes,No,1.456402425,United States,California,Biola,93109.05151,38.53678453,-114.2554224,10562.04382,Q3,Yes,8.43726389,71.40652267,Offer E,Yes,14.19136598,Yes,Yes,DSL,11.41434566,Yes,No,No,No,No,No,Yes,Yes,One Year,Yes,Mailed Check,105.012326,2313.326709,42.0508742,79.50439612,693.921968,8196.294937,4.74626205,Joined,No,70.16125112,4797.170555,Attitude,Competitor offered higher download speeds
1862-QRWPE,Female,77.63629281,No,No,No,Yes,6.255587495,United States,California,Berry Creek,94108.46656,34.60775799,-119.3975746,49026.66415,Q3,Yes,8.468287076,71.9713293,Offer D,No,6.918322699,Yes,No,Fiber Optic,52.95112007,No,No,Yes,No,No,No,Yes,No,Two Year,No,Bank Withdrawal,75.81404272,7546.054922,0.151832324,31.25992316,1819.826408,9463.497494,2.755383405,Stayed,No,93.19006662,4381.260672,Price,Product dissatisfaction
6158-HDPXZ,Female,48.43451671,No,Yes,No,Yes,1.592247135,United States,California,Sebastopol,95518.42076,39.15728498,-119.3695373,85473.51347,Q3,Yes,8.896908163,64.51143845,Offer C,Yes,49.7836797,No,Yes,DSL,9.240582247,Yes,No,Yes,Yes,No,No,Yes,No,One Year,Yes,Mailed Check,111.3686294,8482.139783,9.362042228,120.7397677,834.1105688,8807.779886,2.93557711,Joined,No,65.28785812,2784.458338,Other,Product dissatisfaction
5565-FILXA,Male,56.85771897,Yes,Yes,No,No,1.796002847,United States,California,Suisun City,95073.84897,35.9421221,-122.4140774,39585.39391,Q3,No,9.801943008,37.69825814,Offer A,No,49.25394032,Yes,Yes,Cable,64.58213196,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,31.45759895,2049.801694,7.134446203,108.1856332,657.8810429,8380.171294,2.045335413,Stayed,No,64.65399127,3941.607074,Attitude,Service dissatisfaction
6711-FLDFB,Female,35.48964654,No,Yes,Yes,No,7.725798263,United States,California,Penngrove,94517.63781,38.75544875,-115.838863,39065.80586,Q3,Yes,9.744925785,39.0424892,Offer B,Yes,22.96126639,No,Yes,Fiber Optic,65.80252874,Yes,Yes,No,No,Yes,No,Yes,No,One Year,No,Mailed Check,108.6481791,4115.255902,3.104759649,42.88498678,1392.278448,9428.588082,1.301144671,Churned,No,54.39979021,4533.595643,Attitude,Network reliability
6463-MVYRY,Male,45.9625586,No,No,No,Yes,7.99659247,United States,California,Rancho Santa Margarita,92401.89365,34.15494247,-117.6901397,62616.39631,Q3,Yes,3.993796686,56.21223402,,Yes,47.68800432,Yes,No,Cable,59.9882821,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Mailed Check,114.2854142,2657.745776,41.70372005,71.10316858,755.4196318,11381.876,3.963483807,Joined,No,24.78771917,3409.783324,Other,Product dissatisfaction
1794-SWWKL,Male,30.86940453,No,Yes,Yes,Yes,1.708946567,United States,California,Merced,91497.33029,34.07176999,-117.9865428,9025.334202,Q3,Yes,2.433743411,28.0353721,Offer A,No,45.38059859,Yes,Yes,Cable,11.47049649,No,No,No,No,Yes,No,Yes,No,One Year,No,Mailed Check,93.70343446,930.9707978,3.671366672,8.288034842,1393.858572,1496.617269,4.943984223,Churned,Yes,73.78871812,4887.119488,Competitor,
6616-AALSR,Female,66.83946523,Yes,Yes,Yes,Yes,1.520613076,United States,California,Fullerton,95399.12109,40.81149283,-119.7809208,79187.88993,Q3,No,6.17384724,65.56808848,Offer E,No,25.54800568,Yes,No,Cable,35.21454536,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,94.96989356,8114.187377,42.37937995,22.64641343,3456.224244,4244.964089,1.582051516,Stayed,No,37.44129932,4275.20103,Price,
0384-RVBPI,Male,23.13477521,No,No,Yes,No,4.51847505,United States,California,San Geronimo,92834.17239,37.95435506,-120.2543533,58536.75887,Q3,Yes,0.3726135737,4.076608373,Offer B,No,21.4322066,Yes,No,Cable,49.13632548,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,92.95348701,1823.739635,33.64898518,38.31449117,2454.265595,3952.870462,1.182624424,Stayed,Yes,11.83450997,4890.598941,Dissatisfaction,Poor expertise of phone support
1064-FBXNK,Female,79.50176593,Yes,Yes,No,Yes,7.947562527,United States,California,Rio Dell,94257.53124,39.34340466,-124.1553092,4857.797871,Q3,Yes,6.989255284,65.41568432,,No,48.18683477,Yes,Yes,Cable,71.69231507,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,49.65580571,8491.431295,6.202779629,39.22588967,1558.82789,10543.62186,1.220367531,Stayed,No,20.62995183,6185.539238,Competitor,Poor expertise of phone support
1298-PHBTI,Male,41.41790586,Yes,Yes,Yes,Yes,3.011208675,United States,California,Burnt Ranch,90906.9016,37.02700821,-117.3132016,85300.24624,Q3,Yes,10.39064886,7.264165988,Offer B,Yes,41.3005725,Yes,No,Cable,37.34410628,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,91.79602595,254.4150116,31.77736822,139.0343676,3033.798909,7142.733419,2.588648248,Stayed,Yes,69.54054853,5639.23073,Other,Lack of self-service on Website
9788-YTFGE,Male,64.6893458,Yes,Yes,Yes,No,7.889234641,United States,California,Middletown,95362.69558,34.92997988,-121.2833265,62025.20809,Q3,Yes,2.695208521,25.34793147,,No,10.36427463,Yes,No,Fiber Optic,30.08633587,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,118.6350367,2190.861235,19.30381403,67.91957383,1543.266673,8474.29471,4.863584528,Churned,Yes,21.97281045,3797.216729,Price,Poor expertise of online support
2055-BFOCC,Male,41.00494694,No,No,No,Yes,5.867793703,United States,California,Anaheim,95154.28582,38.77195955,-115.5731197,85365.472,Q3,Yes,9.919273853,10.67187081,,No,39.83889457,Yes,No,Cable,73.1236664,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,83.28651459,563.3903247,25.57650073,40.8885131,471.678474,7095.796226,2.104496503,Joined,Yes,60.83589139,5598.014682,,Lack of affordable download/upload speed
3146-JTQHR,Female,38.26745442,No,No,Yes,Yes,3.876292461,United States,California,West Covina,90621.96017,38.01481849,-117.8608964,55740.65689,Q3,Yes,5.022921395,49.3574336,Offer A,No,4.192292822,Yes,No,Fiber Optic,6.06437527,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,106.9678222,7833.846709,5.825293687,90.89203504,1064.220267,5451.450279,1.055005968,Stayed,No,63.41733303,6381.088719,Attitude,Attitude of service provider
2296-DKZFP,Male,40.08382769,No,No,Yes,Yes,0.8244644875,United States,California,Travis Afb,92825.75088,34.55508371,-119.750169,85942.75265,Q3,No,2.51633827,37.71258868,Offer D,No,6.747259172,Yes,No,Fiber Optic,62.40824322,Yes,Yes,No,Yes,No,Yes,No,No,Two Year,Yes,Mailed Check,20.56991814,7129.462708,19.91740153,84.32512426,3299.514333,562.2970453,2.599135569,Stayed,No,36.74331172,2101.534404,Price,Poor expertise of online support
2351-BKRZW,Male,30.96288388,Yes,Yes,No,No,3.860939313,United States,California,Brea,95195.95057,40.36702233,-119.6646811,68169.82105,Q3,Yes,0.7399221783,55.85644442,Offer C,Yes,42.66832796,No,No,,14.95804465,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,80.31637582,2668.107124,40.40211634,68.2224998,1639.053441,9266.245437,4.593354749,Joined,No,41.89649196,2754.346514,Dissatisfaction,Poor expertise of phone support
2969-WGHQO,Female,76.54168584,No,No,Yes,No,3.037079029,United States,California,Buellton,92688.33346,35.7816648,-120.0283535,77322.3157,Q3,No,0.5699032659,71.58001171,Offer C,No,5.56461435,No,Yes,DSL,18.74459819,Yes,Yes,No,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,113.8462509,1655.423129,27.28663547,134.8218007,2126.79881,260.2477273,3.831533122,Joined,No,36.73705668,6377.512081,Other,Competitor offered higher download speeds
3400-ESFUW,Female,35.97145208,No,Yes,No,Yes,7.187233809,United States,California,Cobb,94751.80073,36.21644784,-121.0904905,86067.29609,Q3,No,5.122431657,59.95864567,Offer C,No,43.7778888,No,Yes,Fiber Optic,22.72269426,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.00665517,4559.514655,44.65106152,107.4083906,1537.997773,11926.98893,2.260906781,Joined,No,81.31384342,5314.695234,Dissatisfaction,Extra data charges
9560-BBZXK,Male,74.55089194,Yes,Yes,No,No,8.136706491,United States,California,Soledad,93094.5892,40.3834082,-117.0570184,89912.75222,Q3,No,10.05639975,29.38973583,Offer C,No,15.99030282,No,No,Cable,46.65063427,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,52.33752089,3103.276626,46.02733385,115.7077052,84.54882663,1025.434902,2.121832076,Churned,Yes,57.97907774,3841.477932,Attitude,Long distance charges
0909-SDHNU,Male,25.04945981,Yes,Yes,No,Yes,2.761075146,United States,California,Elverta,90424.5432,35.0926089,-116.2002817,8319.442221,Q3,No,10.24960991,35.33720039,Offer D,Yes,14.41078757,Yes,Yes,Cable,24.83534105,No,No,No,Yes,Yes,Yes,No,No,One Year,No,Credit Card,100.765929,8030.841735,29.17609412,145.7268324,164.2504418,7865.271891,1.975986265,Joined,No,28.01498455,3037.474121,Competitor,Long distance charges
1565-RHDJD,Male,31.5493285,No,Yes,Yes,No,8.005933451,United States,California,Santa Barbara,90719.9364,41.50301261,-118.863387,25768.02465,Q3,No,2.118917449,69.45358242,Offer E,Yes,7.9401193,No,Yes,,54.1730513,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,63.56591782,4548.707511,40.10623569,102.6166012,76.33291931,196.3611161,1.82795763,Joined,No,63.56671546,5546.732725,Attitude,Moved
6933-VLYFX,Female,33.2017782,Yes,Yes,Yes,No,0.92928443,United States,California,Wilton,94121.03186,39.40351497,-122.020519,82317.81202,Q3,No,7.462839969,23.26543852,Offer B,No,22.20106553,Yes,No,Fiber Optic,64.86363046,No,No,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,77.84386627,4260.988053,37.02856134,132.0903205,29.24579283,8035.743803,3.090281338,Churned,No,11.10018367,3930.846484,Other,Network reliability
4043-MKDTV,Female,75.44054158,No,No,Yes,Yes,5.880552673,United States,California,Brookdale,90454.1927,37.22373836,-122.8464638,86067.27005,Q3,Yes,9.072866472,27.04730136,Offer D,Yes,28.53848026,No,No,Fiber Optic,83.42683251,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,30.33139745,4199.113255,7.267083596,79.40286583,3222.146692,9027.341136,4.444063145,Stayed,No,27.48359269,6343.202806,,Limited range of services
8887-IPQNC,Female,21.73314071,Yes,Yes,No,No,4.672119523,United States,California,Rancho Santa Fe,91435.52119,34.88906871,-115.0122889,59620.52559,Q3,No,9.367777979,1.553669118,Offer C,No,38.91614452,Yes,No,Cable,50.74972602,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,29.71035684,1030.499454,26.55033009,75.69504815,2537.400563,10285.57811,4.410627126,Churned,Yes,73.21927859,2221.416306,,Long distance charges
2890-WFBHU,Male,30.71273586,No,Yes,Yes,Yes,6.775470352,United States,California,Marina,90290.57055,33.17707694,-118.7112273,95584.30111,Q3,No,9.453637377,16.78850486,,Yes,49.52433316,Yes,No,Cable,49.91215902,No,No,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,27.66258063,5303.964733,4.743442712,134.8530152,2215.858627,6173.203719,4.289259473,Churned,No,51.31831905,3229.707756,Competitor,Limited range of services
3521-HTQTV,Female,39.41608116,No,Yes,No,No,4.330642113,United States,California,San Bruno,90727.28398,36.08580896,-121.6145133,54968.69991,Q3,No,2.92887559,47.56306465,Offer C,Yes,17.75584936,No,Yes,DSL,29.52684927,Yes,Yes,Yes,No,No,No,Yes,Yes,One Year,No,Credit Card,25.07695365,7771.042613,7.836418271,58.04254708,521.1438571,6787.569938,2.81474224,Stayed,No,71.5951403,3440.360188,Dissatisfaction,Lack of affordable download/upload speed
8791-GFXLZ,Male,46.68294181,No,No,No,No,0.9573355623,United States,California,Montclair,94738.59687,37.1783499,-120.2790169,48021.95621,Q3,Yes,4.090403429,38.44606828,Offer A,Yes,3.015354309,Yes,No,DSL,38.8273959,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1802538,1704.517982,37.37959703,140.0850599,179.2845022,3443.356044,2.562293346,Joined,No,54.06253882,5169.689892,Competitor,Poor expertise of online support
1498-NHTLT,Female,77.25444206,Yes,No,Yes,Yes,5.779670939,United States,California,Soledad,91163.88951,40.01265722,-124.1807611,29592.471,Q3,Yes,9.085978305,41.7518535,,Yes,45.22878496,No,Yes,Cable,1.610497872,No,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,68.12337704,4921.769349,27.49493368,3.384074614,1872.858323,5466.870221,3.583668944,Joined,No,21.88998764,4186.719112,Price,Competitor made better offer
9975-SKRNR,Female,27.8034755,Yes,No,Yes,No,0.214925492,United States,California,Tahoma,92683.61079,36.16638703,-117.4857744,56972.61309,Q3,No,5.144551461,54.32173618,Offer A,No,38.45771134,No,No,DSL,84.47681366,No,No,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,111.6521749,8605.480937,40.06966391,130.8567783,2497.900544,5803.662762,3.630568014,Joined,No,23.02495002,2952.931053,Attitude,Long distance charges
2045-BMBTJ,Male,64.27665688,No,Yes,Yes,Yes,1.696086175,United States,California,Downey,90038.58333,36.43752149,-115.3201444,89421.57414,Q3,Yes,2.230155415,28.70096606,Offer A,No,38.5971564,Yes,Yes,,25.7755118,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,37.26444922,3314.407954,34.86401096,6.063729708,3394.851508,11401.68523,3.343396403,Stayed,Yes,74.2663566,2123.061998,,Attitude of support person
9762-YAQAA,Male,67.04264464,No,No,Yes,No,7.427621921,United States,California,Keeler,94094.77064,39.46101598,-117.9618781,76015.25785,Q3,No,2.4179931,19.7401896,Offer E,Yes,9.404371784,No,No,,78.58547869,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.73526585,7607.181073,24.04678678,131.9599701,1104.044642,9762.270911,4.120425671,Churned,No,90.08077735,4623.747025,Attitude,Poor expertise of online support
3999-QGRJH,Male,29.83623809,No,Yes,Yes,No,1.976492876,United States,California,Bella Vista,95601.68551,41.1126305,-117.7013687,39653.15765,Q3,No,1.697504125,14.53843397,,No,24.72073194,No,Yes,Fiber Optic,51.6407844,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,19.73829296,8668.480085,21.5271055,91.47612768,2033.774326,7817.240312,1.568032602,Stayed,No,66.36323119,6310.136095,Competitor,Competitor had better devices
1212-GLHMD,Male,29.56206915,No,No,Yes,Yes,6.348919709,United States,California,Los Alamos,90505.46093,37.97494446,-122.148777,100663.3706,Q3,Yes,0.547031936,68.29840657,Offer B,Yes,31.94481499,No,No,DSL,0.3486590363,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,59.89530625,7912.659454,8.881144417,0.9435798433,2318.839026,2442.66191,2.494175031,Stayed,No,62.02647206,2828.714124,Other,Product dissatisfaction
2657-ALMWY,Female,43.9100221,Yes,No,No,Yes,0.06886261088,United States,California,Orleans,90695.99146,40.89761928,-119.6743765,4389.468034,Q3,Yes,1.160648712,20.6362239,Offer B,No,37.00521258,No,Yes,Cable,64.97572353,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,No,Mailed Check,31.70308259,3384.860391,20.9982505,132.9894848,1217.59618,3032.655705,4.654180486,Joined,Yes,68.14067694,4492.239368,Dissatisfaction,Network reliability
2957-LOLHO,Female,39.73759267,No,Yes,No,Yes,8.089733452,United States,California,Berkeley,93990.05835,39.88804327,-117.9573373,5842.954728,Q3,Yes,9.761009263,11.04016079,Offer E,Yes,33.17687061,No,No,Cable,74.1651854,No,No,Yes,Yes,No,No,Yes,No,Two Year,No,Mailed Check,25.79534985,1630.178848,35.66328995,71.27374523,2213.516176,8242.620033,4.539335644,Churned,Yes,90.15132364,3499.912207,,Attitude of service provider
7349-ALMUX,Female,43.24314798,Yes,Yes,No,No,1.492582398,United States,California,Avila Beach,91487.78232,34.02649316,-116.129871,77755.68791,Q3,Yes,5.412580584,18.6577703,Offer D,Yes,16.59236887,No,No,DSL,3.179640766,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,54.7055763,5850.649048,19.1228167,67.41514329,3332.39321,2339.099655,2.432607211,Stayed,No,62.08496053,2198.530429,Other,Price too high
3896-RCYYE,Female,20.27764297,Yes,No,No,No,6.953400083,United States,California,Perris,91221.11183,39.31301777,-116.7479121,9826.741288,Q3,No,8.393439811,43.26004693,Offer A,No,23.82377008,Yes,Yes,,16.30509743,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-Month,No,Mailed Check,74.94349252,1327.500176,27.94915577,98.124119,1306.146362,8241.475067,3.427675914,Churned,No,18.52918125,5245.00385,Price,Price too high
8957-THMOA,Male,59.97423541,No,No,Yes,No,2.378457669,United States,California,Paso Robles,95431.01476,41.81939047,-122.9264153,30292.81281,Q3,No,4.331826187,13.53394753,Offer C,Yes,19.07959897,No,No,,61.5680062,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Mailed Check,43.86517239,4642.219741,12.7021906,128.4319458,3499.008114,8112.291248,2.924768952,Stayed,No,10.37706314,4617.646305,Dissatisfaction,
1834-WULEG,Female,46.85440328,No,Yes,No,Yes,8.810811159,United States,California,Scott Bar,95300.94114,35.43432724,-117.2731382,94209.56581,Q3,No,7.305937458,58.77730426,,No,39.04786729,No,Yes,Cable,60.97321166,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,103.0752721,2530.167596,39.68631551,124.924954,2940.710171,9067.612316,3.855494292,Stayed,No,33.5175871,4914.384468,Competitor,Poor expertise of phone support
4612-SSVHJ,Female,28.61568294,Yes,No,No,No,4.920675457,United States,California,Sherman Oaks,94082.59059,35.42170409,-116.4606301,83035.2118,Q3,No,7.554831264,2.817863346,Offer D,No,49.68868924,No,No,DSL,40.30367323,Yes,No,No,No,No,No,Yes,Yes,One Year,No,Mailed Check,32.80554684,8516.304003,5.485343747,114.3860086,1180.981622,9772.003731,1.822836114,Stayed,No,75.0754526,2903.366674,Dissatisfaction,Attitude of service provider
7956-XQWGU,Female,70.27867923,Yes,Yes,Yes,Yes,5.998227441,United States,California,Valyermo,92496.38776,34.9585899,-115.9968401,26125.836,Q3,No,2.50430229,11.30263083,Offer B,Yes,14.56036351,No,No,DSL,15.6702229,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,78.3733689,3941.535961,16.14305817,139.6232963,649.8497966,3539.173087,2.017539806,Stayed,No,55.6936046,5549.313761,,Service dissatisfaction
0581-MDMPW,Female,61.27843201,Yes,Yes,No,No,8.951112899,United States,California,Linden,92081.31175,33.82806091,-118.9103757,2043.353706,Q3,No,0.002875452976,3.849156213,,Yes,1.372162664,Yes,Yes,,46.72242117,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.51615638,4541.632728,37.33019585,52.24911122,1173.10067,5734.315239,1.461374135,Churned,No,5.25254519,5853.4852,Attitude,Lack of affordable download/upload speed
6723-CEGQI,Male,30.6141853,No,Yes,Yes,Yes,5.143704867,United States,California,Twain,93005.88486,34.77764086,-114.9471588,62467.67679,Q3,Yes,0.3665173235,16.34214642,Offer D,No,36.60976688,No,No,DSL,0.1111224981,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One Year,No,Mailed Check,89.95260827,4640.159294,21.39671826,5.111923871,3181.160853,4752.43427,2.295665966,Churned,No,77.00151773,2128.956666,Competitor,Network reliability
9057-MSWCO,Male,31.38168762,Yes,Yes,No,No,8.938434653,United States,California,West Sacramento,95351.09942,41.22248062,-123.773139,22789.59769,Q3,Yes,3.485942026,70.10896592,,No,38.85785221,No,Yes,Fiber Optic,40.54505995,No,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,52.52280985,3848.813707,14.48791025,113.1034198,1181.675529,5426.933822,4.001231828,Joined,No,55.1051003,4391.418895,,Product dissatisfaction
2446-BEGGB,Female,47.75117818,Yes,No,No,No,5.875208727,United States,California,Clayton,93499.12467,37.49172257,-114.7570569,41236.94901,Q3,Yes,5.326430667,16.92451334,Offer B,Yes,4.728505537,No,Yes,DSL,38.58072908,No,No,Yes,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,87.65962637,5413.477612,9.860775497,45.92195904,2775.545029,11635.12575,1.354847087,Stayed,No,21.408001,3179.26638,Attitude,Competitor offered higher download speeds
1810-MVMAI,Male,19.64248052,No,No,Yes,No,3.898155985,United States,California,Paynes Creek,91590.81785,40.84697498,-121.1789758,100265.4726,Q3,No,4.510269051,24.25597416,Offer D,Yes,25.48084681,Yes,No,Fiber Optic,0.9594388956,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,107.5937066,3177.939235,1.861374149,26.02992962,2679.832056,6331.54758,2.50194319,Churned,Yes,68.61171877,2707.265275,Other,Network reliability
0771-CHWSK,Female,33.71804096,No,Yes,Yes,Yes,6.971443812,United States,California,Stevenson Ranch,95074.98581,35.37085847,-114.9546162,87473.21652,Q3,Yes,3.786204851,16.16032018,,No,19.81093492,Yes,No,DSL,64.58289097,No,No,No,No,No,No,Yes,No,Two Year,Yes,Credit Card,27.48427345,8174.668067,42.99965469,146.7762658,2122.159406,6467.059804,1.703990912,Stayed,No,57.8984962,4417.704295,Dissatisfaction,Moved
5311-IHLEI,Female,26.67023507,No,Yes,Yes,No,3.928839779,United States,California,Camarillo,94467.47252,38.16493215,-123.7723953,5655.169058,Q3,Yes,2.556541541,7.78741156,Offer C,Yes,3.284798006,Yes,No,Cable,53.46233216,Yes,No,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card,51.06798211,349.465533,4.630569638,117.4599816,209.6702991,11933.93047,3.849845577,Churned,Yes,78.96164468,6441.675897,Competitor,Attitude of support person
1624-WOIWJ,Female,25.6620294,No,Yes,Yes,No,1.719228705,United States,California,Coulterville,96149.6507,34.95123285,-122.8256522,48724.15075,Q3,No,5.32905398,46.32409966,Offer B,No,18.67675097,No,Yes,DSL,12.62090801,Yes,Yes,No,No,No,No,Yes,No,Two Year,Yes,Mailed Check,72.820018,8464.129497,48.34153661,42.44011795,2389.67324,6114.228143,3.754488419,Churned,No,22.16171779,3026.931858,,Attitude of service provider
